   4.5000000e+02   3.5183107e+00  -7.6638152e-04   3.7922822e-02   3.5183107e+00  -7.6638152e-04   3.7922822e-02
   4.5010000e+02   3.5188826e+00  -6.2096576e-03   4.0843800e-02   3.5188826e+00  -6.2096576e-03   4.0843800e-02
   4.5020000e+02   3.5194377e+00  -1.1681053e-02   4.3348332e-02   3.5194377e+00  -1.1681053e-02   4.3348332e-02
   4.5030000e+02   3.5199707e+00  -1.7130681e-02   4.5411940e-02   3.5199707e+00  -1.7130681e-02   4.5411940e-02
   4.5040000e+02   3.5204769e+00  -2.2508382e-02   4.7014000e-02   3.5204769e+00  -2.2508382e-02   4.7014000e-02
   4.5050000e+02   3.5209516e+00  -2.7764202e-02   4.8138000e-02   3.5209516e+00  -2.7764202e-02   4.8138000e-02
   4.5060000e+02   3.5213903e+00  -3.2848899e-02   4.8771768e-02   3.5213903e+00  -3.2848899e-02   4.8771768e-02
   4.5070000e+02   3.5217888e+00  -3.7714476e-02   4.8907596e-02   3.5217888e+00  -3.7714476e-02   4.8907596e-02
   4.5080000e+02   3.5221430e+00  -4.2314760e-02   4.8542252e-02   3.5221430e+00  -4.2314760e-02   4.8542252e-02
   4.5090000e+02   3.5224493e+00  -4.6605952e-02   4.7676992e-02   3.5224493e+00  -4.6605952e-02   4.7676992e-02
   4.5100000e+02   3.5227045e+00  -5.0547088e-02   4.6317516e-02   3.5227045e+00  -5.0547088e-02   4.6317516e-02
   4.5110000e+02   3.5229058e+00  -5.4100372e-02   4.4473968e-02   3.5229058e+00  -5.4100372e-02   4.4473968e-02
   4.5120000e+02   3.5230511e+00  -5.7231364e-02   4.2160896e-02   3.5230511e+00  -5.7231364e-02   4.2160896e-02
   4.5130000e+02   3.5231392e+00  -5.9909112e-02   3.9397218e-02   3.5231392e+00  -5.9909112e-02   3.9397218e-02
   4.5140000e+02   3.5231692e+00  -6.2106316e-02   3.6206082e-02   3.5231692e+00  -6.2106316e-02   3.6206082e-02
   4.5150000e+02   3.5231412e+00  -6.3799532e-02   3.2614621e-02   3.5231412e+00  -6.3799532e-02   3.2614621e-02
   4.5160000e+02   3.5230555e+00  -6.4969548e-02   2.8653639e-02   3.5230555e+00  -6.4969548e-02   2.8653639e-02
   4.5170000e+02   3.5229131e+00  -6.5601752e-02   2.4357266e-02   3.5229131e+00  -6.5601752e-02   2.4357266e-02
   4.5180000e+02   3.5227156e+00  -6.5686480e-02   1.9762632e-02   3.5227156e+00  -6.5686480e-02   1.9762632e-02
   4.5190000e+02   3.5224651e+00  -6.5219284e-02   1.4909582e-02   3.5224651e+00  -6.5219284e-02   1.4909582e-02
   4.5200000e+02   3.5221643e+00  -6.4200976e-02   9.8404172e-03   3.5221643e+00  -6.4200976e-02   9.8404172e-03
   4.5210000e+02   3.5218170e+00  -6.2637548e-02   4.5996312e-03   3.5218170e+00  -6.2637548e-02   4.5996312e-03
   4.5220000e+02   3.5214274e+00  -6.0539988e-02  -7.6638152e-04   3.5214274e+00  -6.0539988e-02  -7.6638152e-04
   4.5230000e+02   3.5210004e+00  -5.7924088e-02  -6.2096576e-03   3.5210004e+00  -5.7924088e-02  -6.2096576e-03
   4.5240000e+02   3.5205412e+00  -5.4810372e-02  -1.1681053e-02   3.5205412e+00  -5.4810372e-02  -1.1681053e-02
   4.5250000e+02   3.5200556e+00  -5.1224004e-02  -1.7130681e-02   3.5200556e+00  -5.1224004e-02  -1.7130681e-02
   4.5260000e+02   3.5195493e+00  -4.7194652e-02  -2.2508382e-02   3.5195493e+00  -4.7194652e-02  -2.2508382e-02
   4.5270000e+02   3.5190285e+00  -4.2756232e-02  -2.7764202e-02   3.5190285e+00  -4.2756232e-02  -2.7764202e-02
   4.5280000e+02   3.5184993e+00  -3.7946505e-02  -3.2848899e-02   3.5184993e+00  -3.7946505e-02  -3.2848899e-02
   4.5290000e+02   3.5179683e+00  -3.2806688e-02  -3.7714476e-02   3.5179683e+00  -3.2806688e-02  -3.7714476e-02
   4.5300000e+02   3.5174421e+00  -2.7381068e-02  -4.2314760e-02   3.5174421e+00  -2.7381068e-02  -4.2314760e-02
   4.5310000e+02   3.5169276e+00  -2.1716634e-02  -4.6605952e-02   3.5169276e+00  -2.1716634e-02  -4.6605952e-02
   4.5320000e+02   3.5164316e+00  -1.5862666e-02  -5.0547088e-02   3.5164316e+00  -1.5862666e-02  -5.0547088e-02
   4.5330000e+02   3.5159608e+00  -9.8702500e-03  -5.4100372e-02   3.5159608e+00  -9.8702500e-03  -5.4100372e-02
   4.5340000e+02   3.5155220e+00  -3.7916907e-03  -5.7231364e-02   3.5155220e+00  -3.7916907e-03  -5.7231364e-02
   4.5350000e+02   3.5151212e+00   2.3201282e-03  -5.9909112e-02   3.5151212e+00   2.3201282e-03  -5.9909112e-02
   4.5360000e+02   3.5147640e+00   8.4123656e-03  -6.2106316e-02   3.5147640e+00   8.4123656e-03  -6.2106316e-02
   4.5370000e+02   3.5144556e+00   1.4432762e-02  -6.3799532e-02   3.5144556e+00   1.4432762e-02  -6.3799532e-02
   4.5380000e+02   3.5141999e+00   2.0330068e-02  -6.4969548e-02   3.5141999e+00   2.0330068e-02  -6.4969548e-02
   4.5390000e+02   3.5140006e+00   2.6054372e-02  -6.5601752e-02   3.5140006e+00   2.6054372e-02  -6.5601752e-02
   4.5400000e+02   3.5138601e+00   3.1557335e-02  -6.5686480e-02   3.5138601e+00   3.1557335e-02  -6.5686480e-02
   4.5410000e+02   3.5137802e+00   3.6792372e-02  -6.5219284e-02   3.5137802e+00   3.6792372e-02  -6.5219284e-02
